,Close
1053,16.53
1054,16.32
1055,16.46
1056,16.36
1057,16.5
1058,16.56
1059,16.44
1060,16.34
1061,16.03
1062,16.09
1063,16.32
1064,16.54
1065,16.56
1066,16.61
1067,16.53
1068,16.51
1069,16.92
1070,16.87
1071,17.35
1072,17.52
1073,17.64
1074,18.18
1075,18.38
1076,18.97
1077,18.17
1078,18.39
1079,18.38
1080,17.45
1081,17.72
1082,17.64
1083,17.39
1084,16.92
1085,16.75
1086,16.97
1087,16.53
1088,16.95
1089,16.32
1090,16.49
1091,15.92
1092,15.29
1093,16.33
1094,16.41
1095,16.47
1096,16.14
1097,16.39
1098,16.27
1099,16.03
1100,15.79
1101,15.1
1102,15.48
1103,15.54
1104,15.31
1105,15.45
1106,15.69
1107,15.34
1108,15.02
1109,15.18
1110,15.43
1111,15.0
1112,14.94
1113,14.79
1114,14.69
1115,15.1
1116,15.29
1117,15.17
1118,15.65
1119,15.49
1120,15.6
1121,15.54
1122,15.21
1123,15.09
1124,15.23
1125,14.83
1126,14.81
1127,14.73
1128,14.04
1129,13.84
1130,14.09
1131,14.07
1132,14.13
1133,14.4
1134,14.6
1135,14.89
1136,14.94
1137,15.52
1138,15.37
1139,15.37
1140,14.9
1141,15.1
1142,15.2
1143,13.91
1144,13.88
1145,13.99
1146,14.15
1147,13.95
1148,13.87
1149,13.76
1150,13.88
1151,14.0
1152,13.94
1153,14.18
1154,14.16
1155,14.34
1156,14.4
1157,14.35
1158,13.87
1159,13.85
1160,13.83
1161,13.79
1162,13.94
1163,13.99
1164,13.85
1165,13.79
1166,13.65
1167,13.4
1168,13.26
1169,13.21
1170,13.43
1171,13.18
1172,13.11
1173,13.37
1174,13.51
1175,13.62
1176,13.53
1177,13.75
1178,13.65
1179,13.68
1180,13.73
1181,13.63
1182,14.27
1183,14.19
1184,13.89
1185,13.86
1186,14.18
1187,14.04
1188,14.17
1189,14.5
1190,14.28
1191,14.39
1192,14.34
1193,14.17
1194,14.27
1195,14.28
1196,14.61
1197,14.52
1198,14.23
1199,14.49
1200,14.41
1201,14.43
1202,15.25
1203,15.93
1204,16.25
1205,15.92
1206,15.49
1207,15.8
1208,15.97
1209,16.3
1210,16.4
1211,16.46
1212,16.42
1213,16.4
1214,16.49
1215,16.15
1216,16.19
1217,16.17
1218,16.2
1219,16.26
1220,16.44
1221,16.97
1222,16.94
1223,16.8
1224,16.55
1225,16.6
1226,16.24
1227,16.15
1228,16.99
1229,16.57
1230,16.56
1231,16.19
1232,16.41
1233,16.22
1234,16.38
1235,15.82
1236,16.15
1237,16.33
1238,16.35
1239,16.33
1240,16.94
1241,17.02
1242,16.95
1243,17.01
1244,16.7
1245,16.63
1246,16.45
1247,16.51
1248,16.38
1249,16.28
1250,16.6
1251,16.63
1252,16.72
1253,16.48
1254,16.43
1255,16.61
1256,16.76
1257,16.63
1258,16.75
1259,16.59
1260,16.91
1261,17.06
1262,16.9
1263,16.6
1264,16.58
1265,16.65
1266,16.75
1267,16.81
1268,16.5
1269,16.31
1270,16.23
1271,15.96
1272,16.09
1273,16.02
1274,15.57
1275,16.2
1276,15.83
1277,16.12
1278,16.38
1279,16.57
1280,16.69
1281,16.78
1282,16.8
1283,16.6
1284,16.43
1285,16.62
1286,16.85
1287,16.89
1288,17.2
1289,17.76
1290,17.77
1291,17.66
1292,16.9
1293,16.58
1294,16.37
1295,16.5
1296,16.4
1297,16.1
1298,16.63
1299,16.86
1300,17.08
1301,16.7
1302,16.94
1303,17.65
1304,17.06
1305,17.42
1306,17.31
1307,16.33
1308,15.91
1309,15.86
1310,16.03
1311,16.29
1312,16.36
1313,16.13
1314,16.83
1315,16.96
1316,16.58
1317,16.75
1318,16.74
1319,16.68
1320,16.84
1321,16.87
1322,17.11
1323,17.05
1324,17.0
1325,16.77
1326,16.59
1327,16.36
1328,16.64
1329,16.69
1330,16.62
1331,16.34
1332,16.12
1333,16.87
1334,16.85
1335,17.11
1336,17.28
1337,17.26
1338,17.51
1339,17.7
1340,18.14
1341,17.92
1342,18.2
1343,18.43
1344,18.65
1345,18.56
1346,18.55
1347,17.2
1348,17.17
1349,16.55
1350,15.81
1351,16.0
1352,15.96
1353,16.35
1354,16.3
1355,16.06
1356,16.14
1357,16.15
1358,15.98
1359,16.02
1360,16.55
1361,15.84
1362,16.02
1363,15.68
1364,15.45
1365,15.44
1366,15.1
1367,15.22
1368,15.2
1369,15.16
1370,15.2
1371,14.81
1372,14.78
1373,14.7
1374,14.99
1375,15.35
1376,15.22
1377,15.08
1378,14.88
1379,14.88
1380,14.95
1381,14.89
1382,15.04
1383,15.45
1384,15.49
1385,15.72
1386,15.81
1387,15.61
1388,15.05
1389,14.86
1390,14.91
1391,14.63
1392,14.69
1393,14.42
1394,14.59
1395,13.48
1396,13.59
1397,13.98
1398,13.69
1399,13.94
1400,13.58
1401,13.5
1402,13.1
1403,13.1
1404,12.85
1405,13.02
1406,12.0
1407,11.74
1408,11.09
1409,12.08
1410,11.77
1411,12.86
1412,13.58
1413,13.46
1414,13.48
1415,13.47
1416,12.96
1417,12.92
1418,12.84
1419,13.35
1420,13.15
1421,12.87
1422,12.74
1423,13.68
1424,13.84
1425,13.61
1426,13.35
1427,12.87
1428,12.91
1429,13.61
1430,14.44
1431,14.48
1432,14.26
1433,14.26
1434,14.55
1435,14.89
1436,14.97
1437,14.61
1438,14.36
1439,13.96
1440,13.99
1441,14.71
1442,14.75
1443,14.54
1444,14.19
1445,13.42
1446,13.17
1447,13.53
1448,14.46
1449,15.92
1450,15.65
1451,15.47
1452,15.84
1453,15.86
1454,15.77
1455,15.93
1456,15.91
1457,15.7
1458,15.47
1459,15.94
1460,16.18
1461,16.12
1462,16.71
1463,16.24
1464,16.3
1465,16.63
1466,16.56
1467,15.64
1468,14.93
1469,15.1
1470,15.48
1471,15.24
1472,15.69
1473,15.97
1474,15.92
1475,15.95
1476,16.27
1477,16.0
1478,15.93
1479,15.72
1480,15.34
1481,15.38
1482,14.99
1483,14.97
1484,14.94
1485,15.1
1486,15.35
1487,15.7
1488,15.71
1489,16.23
1490,16.05
1491,15.89
1492,15.84
1493,15.62
1494,15.61
1495,15.94
1496,15.47
1497,15.42
1498,15.02
1499,15.16
1500,14.96
1501,14.62
1502,15.11
1503,15.99
1504,16.0
1505,16.19
1506,16.09
1507,15.78
1508,16.13
1509,16.13
1510,16.28
1511,15.78
1512,15.64
1513,15.52
1514,15.46
1515,15.51
1516,15.53
1517,15.66
1518,15.48
1519,15.43
1520,15.92
1521,16.12
1522,15.96
1523,15.68
1524,15.69
1525,15.56
1526,15.53
1527,15.74
1528,15.55
1529,15.47
1530,15.73
1531,15.72
1532,15.92
1533,15.82
1534,15.83
1535,15.78
1536,16.0
1537,16.14
1538,16.12
1539,15.36
1540,15.12
1541,15.36
1542,15.01
1543,14.75
1544,14.5
1545,14.78
1546,14.89
1547,14.86
1548,14.9
1549,14.83
1550,14.93
1551,14.72
1552,14.62
1553,14.42
1554,14.62
1555,14.62
1556,14.63
1557,14.49
1558,14.55
1559,14.63
1560,14.88
1561,15.18
1562,15.15
1563,15.41
1564,15.51
1565,15.48
1566,15.38
1567,15.54
1568,15.43
1569,15.32
1570,15.3
1571,15.22
1572,15.46
1573,15.18
1574,15.27
1575,15.06
1576,15.1
1577,14.99
1578,14.88
1579,15.06
1580,14.87
1581,14.78
1582,15.01
1583,15.49
1584,15.4
1585,15.6
1586,15.33
1587,15.43
1588,15.5
1589,15.53
1590,15.57
1591,15.54
1592,15.63
1593,15.67
1594,15.4
1595,15.15
1596,15.35
1597,15.36
1598,15.3
1599,15.44
1600,15.19
1601,15.5
1602,15.4
1603,15.28
1604,14.87
1605,15.42
1606,15.58
1607,15.29
1608,15.38
1609,15.35
1610,15.36
1611,15.47
1612,15.25
1613,15.24
1614,14.92
1615,15.01
1616,15.1
1617,15.36
1618,15.36
1619,15.65
1620,15.3
1621,15.47
1622,15.34
1623,15.36
1624,15.36
1625,15.49
1626,15.65
1627,15.74
1628,15.52
1629,15.61
1630,15.44
1631,15.34
1632,15.52
1633,15.45
1634,15.83
1635,15.84
1636,15.98
1637,15.85
1638,15.78
1639,15.75
1640,15.82
1641,15.8
1642,15.69
1643,15.74
1644,15.64
1645,15.6
1646,15.7
1647,15.72
1648,15.92
1649,15.76
1650,15.43
1651,15.5
1652,15.8
1653,16.11
1654,15.98
1655,15.84
1656,15.99
1657,15.74
1658,15.97
1659,16.04
1660,16.22
1661,16.17
1662,16.01
1663,15.15
1664,15.02
1665,14.73
1666,14.76
1667,14.99
1668,15.03
1669,14.96
1670,14.97
1671,14.92
1672,14.86
1673,14.92
1674,14.85
1675,14.72
1676,14.84
1677,14.67
1678,14.65
1679,14.89
1680,15.09
1681,15.11
1682,15.22
1683,15.11
1684,15.16
1685,15.4
1686,15.6
1687,15.77
1688,15.68
1689,15.9
1690,15.86
1691,15.79
1692,15.74
1693,16.0
1694,15.68
1695,15.61
1696,16.04
1697,15.98
1698,15.82
1699,15.94
1700,16.21
1701,16.27
1702,16.09
1703,16.03
1704,15.85
1705,15.83
1706,15.92
1707,15.88
1708,15.68
1709,15.92
1710,16.09
1711,16.0
1712,15.84
1713,15.77
1714,16.67
1715,16.55
1716,16.61
1717,16.79
1718,16.84
1719,16.95
1720,17.11
1721,17.37
1722,17.46
1723,17.39
1724,17.24
1725,17.26
1726,17.51
1727,17.85
1728,17.82
1729,17.89
1730,17.86
1731,18.36
1732,18.24
1733,18.4
1734,18.57
1735,18.76
1736,18.93
1737,18.91
1738,18.87
1739,18.77
1740,18.55
1741,18.93
1742,18.89
1743,19.2
1744,19.2
1745,19.43
1746,19.52
1747,19.38
1748,19.35
1749,19.64
1750,19.69
1751,19.62
1752,19.6
1753,19.69
1754,19.35
1755,19.65
1756,19.57
1757,19.6
1758,19.5
1759,19.9
1760,20.08
1761,19.78
1762,19.86
1763,19.4
1764,19.66
1765,19.33
1766,18.99
1767,19.29
1768,19.43
1769,19.52
1770,20.07
1771,20.13
1772,20.02
1773,19.9
1774,20.11
1775,20.44
1776,20.37
1777,20.31
1778,19.7
1779,20.12
1780,19.63
1781,19.76
1782,19.34
1783,19.66
1784,19.85
1785,20.32
1786,20.5
1787,20.9
1788,21.21
1789,21.15
1790,21.18
1791,21.02
1792,21.29
1793,20.92
1794,20.83
1795,21.22
1796,20.73
1797,20.76
1798,21.16
1799,21.3
1800,21.94
1801,22.7
1802,22.95
1803,22.8
1804,22.7
1805,22.9
1806,22.6
1807,22.4
1808,22.34
1809,22.43
1810,22.07
1811,22.01
1812,22.17
1813,22.1
1814,22.86
1815,23.26
1816,23.38
1817,23.59
1818,23.59
1819,23.53
1820,23.5
1821,23.78
1822,23.38
1823,23.52
1824,23.3
1825,23.48
1826,23.83
1827,24.2
1828,24.48
1829,24.69
1830,23.98
1831,23.79
1832,23.7
1833,23.26
1834,23.47
1835,23.95
1836,24.38
1837,24.75
1838,25.2
1839,24.68
1840,24.43
1841,24.73
1842,24.3
1843,24.97
1844,25.07
1845,25.17
1846,26.07
1847,26.41
1848,26.24
1849,26.83
1850,26.39
1851,26.64
1852,27.34
1853,26.58
1854,26.52
1855,26.58
1856,27.0
1857,26.54
1858,26.02
1859,26.33
1860,26.07
1861,25.81
1862,26.33
1863,26.3
1864,26.39
1865,26.26
1866,25.75
1867,26.21
1868,27.04
1869,26.74
1870,26.4
1871,25.89
1872,26.37
1873,26.28
1874,26.54
1875,26.66
1876,26.24
1877,25.35
1878,25.19
1879,24.06
1880,24.96
1881,25.28
1882,25.47
1883,25.13
1884,25.24
1885,24.99
1886,25.59
1887,25.68
1888,25.52
1889,26.68
1890,26.56
1891,27.04
1892,27.23
1893,27.34
1894,26.88
1895,29.66
1896,29.66
1897,29.11
1898,27.86
1899,27.36
1900,27.84
1901,28.27
1902,28.11
1903,27.93
1904,28.05
1905,28.09
1906,27.96
1907,27.65
1908,27.67
1909,27.32
1910,27.39
1911,27.48
1912,27.68
1913,28.35
1914,28.34
1915,28.05
1916,27.14
1917,27.32
1918,26.91
1919,27.12
1920,27.06
1921,27.9
1922,27.99
1923,27.7
1924,27.0
1925,27.11
1926,27.3
1927,27.12
1928,27.78
1929,28.07
1930,28.23
1931,28.17
1932,29.24
1933,29.48
1934,29.19
1935,29.65
1936,29.26
1937,29.62
1938,30.0
1939,30.44
1940,31.03
1941,30.92
1942,30.26
1943,31.27
1944,31.34
1945,32.75
1946,33.55
1947,33.17
1948,34.31
1949,34.14
1950,33.88
1951,34.89
1952,34.14
1953,32.93
1954,33.01
1955,33.87
1956,34.15
1957,34.0
1958,33.38
1959,33.09
1960,32.74
1961,33.43
1962,34.06
1963,33.94
1964,33.1
1965,33.08
1966,32.25
1967,32.35
1968,33.17
1969,32.57
1970,32.94
1971,33.18
1972,33.19
1973,32.97
1974,32.88
1975,32.11
1976,33.12
1977,33.82
1978,34.07
1979,35.1
1980,35.69
1981,35.47
1982,34.98
1983,34.63
1984,35.62
1985,36.3
1986,36.49
1987,36.29
1988,36.64
1989,36.96
1990,36.98
1991,37.01
1992,36.56
1993,38.13
1994,38.87
1995,38.86
1996,38.87
1997,40.22
1998,39.16
1999,39.35
2000,39.73
2001,39.73
2002,39.51
2003,40.04
2004,40.2
2005,40.12
2006,40.77
2007,40.85
2008,40.65
2009,40.49
2010,40.2
2011,40.44
2012,39.59
2013,40.12
2014,39.93
2015,40.92
2016,41.02
2017,40.92
2018,41.23
2019,39.99
2020,41.14
2021,41.07
2022,40.34
2023,40.01
2024,39.52
2025,40.18
2026,39.39
2027,37.91
2028,36.65
2029,38.22
2030,34.89
2031,35.31
2032,36.01
2033,34.9
2034,35.66
2035,35.49
2036,36.24
2037,37.23
2038,37.76
2039,38.5
2040,38.11
2041,38.52
2042,38.23
2043,38.3
2044,37.81
2045,37.79
2046,37.29
2047,37.42
2048,37.26
2049,37.62
2050,38.47
2051,38.67
2052,38.25
2053,39.63
2054,39.5
2055,39.66
2056,38.7
2057,38.05
2058,37.56
2059,37.5
2060,37.23
2061,37.6
2062,39.11
2063,39.45
2064,38.61
2065,37.77
2066,37.94
2067,36.68
2068,35.93
2069,35.45
2070,35.59
2071,35.9
2072,35.9
2073,36.49
2074,36.64
2075,35.76
2076,34.26
2077,33.07
2078,33.83
2079,34.87
2080,33.4
2081,32.87
2082,33.44
2083,34.21
2084,36.35
2085,36.38
2086,36.4
2087,36.14
2088,35.44
2089,35.24
2090,34.48
2091,33.99
2092,35.83
2093,35.95
2094,36.51
2095,36.87
2096,36.91
2097,36.49
2098,34.07
2099,33.92
2100,33.76
2101,34.45
2102,34.4
2103,34.17
2104,33.8
2105,33.41
2106,33.89
2107,33.87
2108,34.36
2109,34.7
2110,35.02
2111,35.12
2112,34.78
2113,34.9
2114,34.65
2115,34.87
2116,34.65
2117,34.73
2118,34.94
2119,35.92
2120,36.04
2121,36.31
2122,36.63
2123,36.78
2124,36.94
2125,34.81
2126,34.43
2127,34.94
2128,34.68
2129,34.05
2130,33.64
2131,33.48
2132,33.25
2133,33.66
2134,34.25
2135,35.13
2136,35.35
2137,35.88
2138,36.14
2139,35.52
