,Close
2140,34.53
2141,34.85
2142,34.93
2143,35.43
2144,35.7
2145,35.61
2146,33.79
2147,33.21
2148,33.33
2149,33.28
2150,33.6
2151,34.71
2152,36.17
2153,36.12
2154,35.9
2155,35.68
2156,36.6
2157,35.81
2158,35.62
2159,36.54
2160,35.7
2161,35.79
2162,35.66
2163,35.91
2164,35.79
2165,35.52
2166,36.19
2167,36.36
2168,36.47
2169,37.38
2170,37.83
2171,37.5
2172,37.64
2173,38.01
2174,37.71
2175,37.79
2176,38.18
2177,38.31
2178,38.51
2179,39.27
2180,38.87
2181,39.19
2182,39.59
2183,41.81
2184,40.78
2185,41.14
2186,41.26
2187,42.88
2188,42.55
2189,42.71
2190,42.59
2191,42.08
2192,40.93
2193,38.65
2194,39.05
2195,39.88
2196,38.95
2197,40.66
2198,40.52
2199,40.75
2200,40.32
2201,40.5
2202,41.03
2203,41.52
2204,40.93
2205,41.08
2206,41.1
2207,39.6
2208,38.38
2209,37.97
2210,37.82
2211,38.12
2212,38.45
2213,39.28
2214,40.18
2215,42.0
2216,42.6
2217,43.5
2218,44.7
2219,45.87
2220,45.43
2221,45.63
2222,46.05
2223,46.34
2224,47.08
2225,47.46
2226,47.93
2227,48.55
2228,49.41
2229,49.05
2230,50.6
2231,50.5
2232,51.75
2233,52.37
2234,51.75
2235,50.58
2236,51.25
2237,51.04
2238,51.83
2239,51.72
2240,51.93
2241,51.74
2242,50.1
2243,50.67
2244,50.28
2245,50.41
2246,50.99
2247,49.62
2248,50.51
2249,49.2
2250,49.94
2251,50.24
2252,49.82
2253,48.85
2254,50.12
2255,50.91
2256,50.88
2257,51.15
2258,50.02
2259,50.65
2260,50.86
2261,50.53
2262,51.22
2263,50.51
2264,50.17
2265,49.13
2266,49.21
2267,48.59
2268,50.23
2269,49.72
2270,48.8
2271,48.3
2272,47.51
2273,46.23
2274,46.47
2275,47.63
2276,48.18
2277,48.89
2278,48.95
2279,49.44
2280,47.99
2281,46.46
2282,43.73
2283,43.99
2284,44.68
2285,44.7
2286,44.04
2287,43.54
2288,42.94
2289,42.57
2290,43.07
2291,42.96
2292,43.92
2293,44.42
2294,43.53
2295,43.65
2296,44.37
2297,44.11
2298,43.53
2299,43.38
2300,44.43
2301,44.45
2302,44.28
2303,44.11
2304,42.62
2305,43.99
2306,44.16
2307,43.44
2308,42.98
2309,42.68
2310,42.5
2311,42.95
2312,42.87
2313,43.51
2314,43.78
2315,44.67
2316,44.98
2317,45.04
2318,44.72
2319,44.42
2320,44.2
2321,44.47
2322,45.1
2323,44.95
2324,44.44
2325,44.13
2326,44.15
2327,43.67
2328,43.61
2329,45.17
2330,45.63
2331,45.18
2332,44.77
2333,45.52
2334,45.73
2335,45.78
2336,44.45
2337,44.66
2338,44.49
2339,43.98
2340,43.7
2341,44.52
2342,44.36
2343,44.34
2344,43.28
2345,42.56
2346,42.51
2347,42.04
2348,41.3
2349,41.66
2350,43.87
2351,44.09
2352,43.6
2353,43.84
2354,44.4
2355,44.95
2356,44.75
2357,44.36
2358,40.98
2359,42.79
2360,43.68
2361,43.48
2362,42.85
2363,43.38
2364,43.07
2365,42.94
2366,43.35
2367,43.15
2368,43.21
2369,42.88
2370,42.81
2371,42.01
2372,41.63
2373,42.06
2374,40.94
2375,40.52
2376,40.47
2377,40.64
2378,40.96
2379,40.91
2380,40.51
2381,40.73
2382,40.65
2383,40.94
2384,41.06
2385,40.06
2386,38.91
2387,39.29
2388,39.33
2389,39.38
2390,38.61
2391,38.23
2392,37.23
2393,37.61
2394,37.92
2395,38.76
2396,38.63
2397,38.38
2398,38.91
2399,39.68
2400,39.54
2401,39.73
2402,39.24
2403,39.21
2404,38.85
2405,37.84
2406,37.72
2407,37.67
2408,37.42
2409,36.67
2410,36.69
2411,37.12
2412,37.25
2413,36.46
2414,36.67
2415,37.15
2416,36.03
2417,34.49
2418,35.93
2419,36.24
2420,36.1
2421,35.69
2422,35.19
2423,34.1
2424,32.93
2425,31.31
2426,31.74
2427,32.52
2428,33.69
2429,33.14
2430,32.24
2431,31.6
2432,31.77
2433,32.54
2434,31.58
2435,30.9
2436,31.52
2437,31.15
2438,31.43
2439,30.32
2440,31.04
2441,31.4
2442,30.93
2443,30.74
2444,31.17
2445,30.4
2446,29.74
2447,29.34
2448,29.13
2449,27.6
2450,28.26
2451,28.91
2452,28.91
2453,30.71
2454,30.85
2455,30.96
2456,31.87
2457,32.37
2458,32.52
2459,32.86
2460,32.34
2461,32.09
2462,33.48
2463,33.37
2464,33.5
2465,32.83
2466,31.12
2467,31.67
2468,33.17
2469,33.4
2470,34.3
2471,35.18
2472,35.05
2473,35.62
2474,35.27
2475,34.72
2476,35.07
2477,35.12
2478,34.2
2479,33.68
2480,33.99
2481,33.38
2482,33.23
2483,32.19
2484,32.94
2485,32.86
2486,32.98
2487,32.62
2488,33.11
2489,33.36
2490,32.96
2491,33.16
2492,32.94
2493,33.81
2494,33.71
2495,35.65
2496,34.34
2497,34.91
2498,34.68
2499,34.85
2500,34.4
2501,34.63
2502,32.91
2503,32.59
2504,33.03
2505,33.78
2506,33.23
2507,32.95
2508,32.96
2509,34.19
2510,34.45
2511,34.11
2512,33.6
2513,34.04
2514,33.37
2515,33.26
2516,31.4
2517,32.2
2518,32.16
2519,30.16
2520,30.63
2521,30.17
2522,30.69
2523,29.44
2524,30.32
2525,29.14
2526,29.74
2527,28.78
2528,29.31
2529,29.75
2530,29.78
2531,29.98
2532,29.69
2533,28.75
2534,29.51
2535,29.57
2536,29.06
2537,27.68
2538,29.15
2539,27.97
2540,27.05
2541,26.82
2542,27.1
2543,26.76
2544,27.04
2545,29.28
2546,29.37
2547,29.42
2548,30.04
2549,31.17
2550,30.67
2551,30.95
2552,31.36
2553,31.37
2554,31.79
2555,32.8
2556,32.91
2557,32.88
2558,33.86
2559,33.96
2560,32.93
2561,33.51
2562,32.82
2563,33.81
2564,33.58
2565,33.26
2566,34.01
2567,34.28
2568,35.17
2569,35.47
2570,35.41
2571,34.8
2572,34.86
2573,35.23
2574,36.32
2575,36.56
2576,36.81
2577,36.48
2578,37.02
2579,36.41
2580,36.66
2581,36.17
2582,36.07
2583,36.48
2584,36.66
2585,37.31
2586,37.17
2587,36.51
2588,36.52
2589,36.33
2590,37.84
2591,37.67
2592,37.48
2593,37.23
2594,37.11
2595,36.95
2596,36.59
2597,36.6
2598,36.53
2599,36.01
2600,36.0
2601,36.94
2602,37.23
2603,37.18
2604,37.44
2605,37.37
2606,37.03
2607,36.48
2608,37.48
2609,37.27
2610,37.24
2611,37.02
2612,36.5
2613,36.66
2614,37.53
2615,35.59
2616,36.76
2617,37.82
2618,37.94
2619,36.65
2620,37.15
2621,36.6
2622,37.07
2623,36.73
2624,36.97
2625,37.35
2626,36.83
2627,36.47
2628,37.4
2629,37.32
2630,37.39
2631,36.94
2632,37.29
2633,37.4
2634,37.36
2635,37.78
2636,36.24
2637,35.22
2638,36.04
2639,36.86
2640,37.56
2641,37.99
2642,37.5
2643,37.51
2644,37.52
2645,37.74
2646,37.96
2647,37.89
2648,37.64
2649,37.96
2650,37.72
2651,37.95
2652,38.17
2653,38.9
2654,38.85
2655,39.38
2656,38.32
2657,38.76
2658,38.66
2659,38.52
2660,38.19
2661,38.8
2662,38.57
2663,38.39
2664,38.92
2665,38.99
2666,39.24
2667,39.24
2668,39.93
2669,41.27
2670,42.94
2671,42.67
2672,42.49
2673,42.7
2674,42.9
2675,43.02
2676,42.52
2677,42.6
2678,41.91
2679,42.03
2680,42.27
2681,42.26
2682,42.58
2683,42.75
2684,42.93
2685,43.28
2686,44.71
2687,44.35
2688,44.36
2689,42.92
2690,43.46
2691,43.04
2692,43.46
2693,43.99
2694,43.67
2695,43.19
2696,42.79
2697,44.14
2698,44.15
2699,42.8
2700,42.29
2701,43.37
2702,43.69
2703,42.57
2704,43.1
2705,43.13
2706,43.18
2707,43.71
2708,43.68
2709,43.22
2710,43.92
2711,42.68
2712,42.36
2713,41.62
2714,41.44
2715,41.79
2716,41.68
2717,42.73
2718,42.38
2719,42.17
2720,42.59
2721,42.55
2722,42.08
2723,41.87
2724,41.78
2725,41.55
2726,41.33
2727,40.68
2728,40.23
2729,40.28
2730,41.05
2731,41.16
2732,41.21
2733,40.16
2734,40.42
2735,39.3
2736,40.21
2737,40.98
2738,41.45
2739,41.19
2740,41.11
2741,41.01
2742,40.96
2743,40.87
2744,41.45
2745,41.6
2746,41.02
2747,39.63
2748,40.07
2749,40.2
2750,39.97
2751,40.52
2752,41.41
2753,41.76
2754,41.3
2755,41.47
2756,40.91
2757,38.41
2758,38.61
2759,38.42
2760,39.16
2761,39.15
2762,38.5
2763,38.66
2764,38.92
2765,38.73
2766,38.64
2767,38.67
2768,38.9
2769,40.06
2770,41.34
2771,41.23
2772,41.34
2773,42.3
2774,42.59
2775,42.11
2776,42.27
2777,41.99
2778,42.03
2779,42.09
2780,42.05
2781,42.4
2782,43.9
2783,44.94
2784,44.55
2785,44.42
2786,43.93
2787,44.07
2788,43.78
2789,43.69
2790,43.71
2791,44.42
2792,44.37
2793,45.07
2794,45.08
2795,45.03
2796,45.46
2797,45.02
2798,45.65
2799,45.16
2800,45.1
2801,45.5
2802,45.98
2803,45.41
2804,45.55
2805,45.71
2806,45.66
2807,46.24
2808,45.94
2809,45.91
2810,45.64
2811,45.73
2812,45.98
2813,45.94
2814,45.98
2815,46.57
2816,46.37
2817,46.29
2818,46.61
2819,46.59
2820,46.77
2821,45.77
2822,46.06
2823,46.6
2824,46.4
2825,46.4
2826,46.57
2827,46.78
2828,46.62
2829,46.41
2830,46.43
2831,46.23
2832,46.38
2833,46.28
2834,46.44
2835,47.21
2836,46.79
2837,46.83
2838,46.9
2839,47.39
2840,47.56
2841,47.0
2842,47.67
2843,47.52
2844,48.15
2845,48.4
2846,48.26
2847,48.36
2848,48.21
2849,48.61
2850,49.09
2851,48.54
2852,48.45
2853,48.49
2854,48.85
2855,49.49
2856,49.4
2857,49.69
2858,49.65
2859,49.86
2860,50.96
2861,49.65
2862,49.63
2863,50.18
2864,50.65
2865,50.31
2866,50.32
2867,50.6
2868,50.67
2869,50.56
2870,50.32
2871,50.65
2872,50.6
2873,50.6
2874,50.5
2875,50.55
2876,55.71
2877,54.02
2878,53.12
2879,52.0
2880,52.63
2881,52.58
2882,52.58
2883,54.46
2884,53.81
2885,55.09
2886,54.56
2887,54.73
2888,54.31
2889,53.64
2890,54.95
2891,54.3
2892,54.48
2893,54.45
2894,55.62
2895,54.53
2896,54.55
2897,54.8
2898,55.25
2899,56.34
2900,56.46
2901,57.23
2902,57.51
2903,58.48
2904,58.36
2905,58.45
2906,58.16
2907,58.15
2908,58.07
2909,58.9
2910,58.43
2911,59.2
2912,58.4
2913,58.5
2914,57.66
2915,58.15
2916,58.51
2917,60.03
2918,59.86
2919,59.77
2920,58.03
2921,57.92
2922,58.87
2923,59.99
2924,60.65
2925,62.2
2926,63.07
2927,63.6
2928,65.42
2929,65.82
2930,65.5
2931,64.51
2932,63.53
2933,63.17
2934,64.16
2935,64.08
2936,64.05
2937,63.86
2938,63.32
2939,64.02
2940,63.58
2941,65.14
2942,65.36
2943,66.52
2944,66.08
2945,66.41
2946,67.11
2947,67.43
2948,66.92
2949,66.59
2950,67.34
2951,64.96
2952,64.45
2953,65.8
2954,65.58
2955,66.24
2956,66.51
2957,67.81
2958,67.66
2959,67.72
2960,67.85
2961,68.74
2962,68.93
2963,69.22
2964,67.91
2965,67.52
2966,68.04
2967,66.78
2968,67.79
2969,67.45
2970,67.51
2971,66.51
2972,66.61
2973,65.4
2974,65.57
2975,67.52
2976,68.86
2977,70.12
2978,70.59
2979,70.51
2980,70.23
2981,71.71
2982,72.22
2983,71.16
2984,70.19
2985,70.55
2986,70.27
2987,69.52
2988,69.43
2989,70.75
2990,71.02
2991,71.95
2992,72.85
2993,72.6
2994,72.93
2995,72.07
2996,71.98
2997,70.36
2998,70.06
2999,70.1
3000,68.31
3001,68.13
3002,69.41
3003,70.22
3004,71.25
3005,71.53
3006,69.77
3007,71.24
3008,69.23
3009,70.29
3010,70.14
3011,70.21
3012,70.9
3013,71.59
3014,71.58
3015,69.86
3016,70.06
3017,69.82
3018,69.85
